City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
kalangala,20,UG,1575427028,94,-0.32,32.29,20.0,1.5
victor harbor,20,AU,1575427029,55,-35.55,138.62,21.67,3.6
agropoli,0,IT,1575427030,65,40.35,15.0,10.56,4.02
todos santos,5,MX,1575427031,78,23.45,-110.23,23.89,3.1
halifax,90,CA,1575426889,100,44.65,-63.58,6.11,4.6
fare,46,PF,1575427033,69,-16.7,-151.02,28.65,3.09
mushie,0,CD,1575427034,97,-3.02,16.92,20.67,0.64
yerbogachen,100,RU,1575427036,83,61.28,108.01,-28.0,4.82
levanger,75,NO,1575427037,81,63.75,11.3,6.0,11.3
komsomolskiy,44,RU,1575427038,92,67.55,63.78,-16.49,1.0
saldanha,2,PT,1575427039,86,41.42,-6.55,0.28,1.41
opuwo,98,NA,1575427040,48,-18.06,13.84,19.86,0.11
millau,30,FR,1575427041,100,44.1,3.08,-1.0,1.0
isla vista,90,US,1575427042,54,34.41,-119.86,16.0,1.5
colesberg,56,ZA,1575427044,66,-30.72,25.1,6.75,7.09
bilma,0,NE,1575427045,25,18.69,12.92,17.07,2.53
tabou,5,CI,1575427046,92,4.42,-7.36,24.23,1.23
plettenberg bay,49,ZA,1575427047,73,-34.05,23.37,13.99,1.25
homer,75,US,1575427048,73,59.64,-151.54,1.0,4.36
dire,40,ET,1575427049,71,9.18,38.92,12.0,5.1
kropotkin,100,RU,1575427050,93,45.43,40.58,-1.25,1.53
tocopilla,4,CL,1575427052,34,-22.09,-70.2,11.12,1.11
bertoua,16,CM,1575427053,59,4.58,13.68,19.5,0.77
camargo,25,MX,1575427054,42,27.69,-105.17,15.9,1.88
suntar,0,RU,1575427055,89,62.16,117.65,-33.1,3.02
pontes e lacerda,100,BR,1575427057,91,-15.23,-59.33,22.93,1.28
nuevo progreso,75,US,1575427058,77,26.05,-97.95,21.0,2.6
terre-de-bas,1,GP,1575427059,88,15.85,-61.64,25.0,1.0
liepaja,100,LV,1575427060,100,56.52,21.02,7.0,5.7
marsa matruh,0,EG,1575426784,87,31.35,27.25,11.0,4.54
sao jose do belmonte,29,BR,1575427062,41,-7.86,-38.76,25.91,5.83
nizwa,24,OM,1575427063,69,22.93,57.53,14.95,1.5
yenagoa,88,NG,1575427064,91,4.92,6.26,24.48,0.63
flin flon,100,CA,1575427066,95,54.77,-101.88,-11.78,1.27
honiara,40,SB,1575427067,74,-9.43,159.96,31.0,4.6
scottsbluff,1,US,1575427068,69,41.87,-103.67,4.0,6.2
srednekolymsk,100,RU,1575427069,98,67.46,153.71,-28.46,1.55
victoria,75,BN,1575427037,88,5.28,115.24,26.0,1.5
moerai,49,PF,1575427071,85,-22.43,-151.33,24.71,4.09
ust-maya,100,RU,1575427072,90,60.42,134.54,-32.2,2.55
leningradskiy,100,RU,1575427074,87,69.38,178.42,-8.03,6.83
santa barbara,90,US,1575427066,54,34.42,-119.7,19.0,1.5
iskateley,100,RU,1575427076,92,67.68,53.15,-10.15,5.48
flinders,0,AU,1575427077,10,-34.58,150.85,29.44,8.2
murgab,96,TM,1575427078,86,37.5,61.97,4.0,3.03
ban tak,85,TH,1575427079,49,17.04,99.08,23.0,3.1
jumla,2,NP,1575427080,9,29.28,82.18,5.29,1.42
kamenka,0,MD,1575427082,75,48.03,28.7,-2.22,1.7
tougue,0,GN,1575427083,21,11.45,-11.68,19.55,1.04
lagoa,0,PT,1575427084,81,37.14,-8.45,10.0,4.1
salalah,100,OM,1575427085,53,17.01,54.1,25.0,8.7
talnakh,100,RU,1575427086,72,69.49,88.39,-12.0,9.0
sept-iles,90,CA,1575427025,42,50.2,-66.38,-2.0,3.6
lagos,20,NG,1575427088,88,6.46,3.39,27.0,2.77
saint-pierre,90,FR,1575427089,100,48.95,4.24,1.11,3.6
kez,100,RU,1575427091,92,57.9,53.72,-8.9,4.01
yatou,90,CM,1575427092,94,3.63,9.81,24.53,1.32
traralgon,99,AU,1575427093,80,-38.19,146.54,16.67,2.24
yar-sale,10,RU,1575427094,97,66.83,70.83,-18.69,4.37
lumeje,100,AO,1575427095,95,-11.56,20.78,18.54,0.53
mitu,88,IR,1575427096,94,36.2,46.09,-0.17,1.41
margate,75,AU,1575427097,31,-43.03,147.26,16.11,11.8
ciudad bolivar,77,VE,1575427099,84,8.12,-63.55,24.57,4.23
japura,96,ID,1575427100,92,-0.42,102.29,25.79,1.57
husavik,56,CA,1575427101,95,50.56,-96.99,-4.97,3.91
qandala,40,SO,1575427102,71,11.47,49.87,23.05,1.96
almaty,20,KZ,1575427103,86,43.24,76.95,-2.0,3.0
kalmunai,50,LK,1575427104,79,7.42,81.82,27.92,8.1
lata,76,IN,1575427106,20,30.78,78.62,-1.94,1.84
barra do garcas,100,BR,1575427107,85,-15.89,-52.26,23.15,1.54
tabora,75,TZ,1575427108,94,-5.02,32.81,20.0,0.87
ucluelet,90,CA,1575427109,100,48.94,-125.55,8.89,3.1
lufilufi,40,WS,1575427110,70,-13.87,-171.6,32.0,8.2
olga,90,US,1575427111,48,34.11,-118.17,19.0,3.6
beberibe,75,BR,1575427112,78,-4.18,-38.13,27.0,4.1
longonjo,100,AO,1575427114,97,-12.91,15.25,16.16,0.54
kemi,90,FI,1575427115,93,65.74,24.56,0.0,2.6
sarangani,100,PH,1575427116,72,5.4,125.46,28.77,2.55
pijijiapan,4,MX,1575427117,75,15.69,-93.21,22.49,1.29
sao felix do xingu,33,BR,1575427118,68,-6.64,-51.99,24.32,0.61
sambava,100,MG,1575427119,83,-14.27,50.17,23.43,1.6
karak,0,JO,1575427120,100,31.18,35.7,3.0,0.55
ormara,44,PK,1575427122,50,25.21,64.64,25.5,7.66
katsuura,40,JP,1575427123,50,33.93,134.5,12.0,6.2
nelson bay,0,AU,1575427124,16,-32.72,152.14,32.22,9.8
port blair,32,IN,1575427125,73,11.67,92.75,28.02,8.41
sao domingos,75,BR,1575427126,67,-13.4,-46.32,22.69,1.35
kahului,40,US,1575426970,51,20.89,-156.47,29.0,6.2
kirundo,100,BI,1575427129,100,-2.59,30.09,17.78,1.19
soe,90,EE,1575427130,86,57.91,26.05,1.0,6.7
palu,100,ID,1575427131,90,-0.9,119.87,24.64,1.2
tutoia,2,BR,1575427132,89,-2.76,-42.27,24.07,1.92
juneau,90,US,1575427133,100,58.3,-134.42,2.22,4.1
mangai,72,CD,1575427134,99,-4.07,19.59,19.85,0.29
zima,0,RU,1575427135,91,53.93,102.05,-16.38,3.64
leshukonskoye,91,RU,1575427137,97,64.9,45.76,-10.19,2.02
raudeberg,100,NO,1575427138,87,61.99,5.14,9.0,8.7
canutama,33,BR,1575427139,90,-6.53,-64.38,23.7,0.91
romny,13,UA,1575427140,96,50.74,33.49,-5.71,3.68
kollam,40,IN,1575427041,88,8.88,76.6,26.0,2.1
sorland,75,NO,1575427142,93,67.67,12.69,7.0,6.2
sortavala,100,RU,1575427144,96,61.7,30.69,0.71,8.37
san vicente,75,EC,1575427145,88,-0.59,-80.41,24.0,4.1
aksu,90,KZ,1575427146,100,52.04,76.93,-3.0,1.39
hualmay,100,PE,1575427147,86,-11.1,-77.61,17.71,1.2
kloulklubed,90,PW,1575427148,94,7.04,134.26,25.0,2.1
dubbo,0,AU,1575427149,17,-32.25,148.6,27.0,8.2
mezen,91,RU,1575427150,95,65.85,44.24,-9.02,3.01
tongliao,0,CN,1575427151,36,43.61,122.27,-14.01,7.11
socuellamos,100,ES,1575427153,92,39.29,-2.79,7.22,4.34
glenwood springs,1,US,1575426977,80,39.55,-107.33,1.0,3.6
sungurlu,100,TR,1575427155,70,40.17,34.38,1.76,1.4
djougou,0,BJ,1575427156,33,9.71,1.67,24.17,2.12
san policarpo,66,PH,1575427157,72,12.18,125.51,29.3,3.08
luganville,40,VU,1575427159,70,-15.51,167.18,30.0,3.1
porto empedocle,0,IT,1575427160,78,37.29,13.53,15.0,1.34
mentougou,0,CN,1575427161,24,39.94,116.09,8.33,7.0
port-cartier,90,CA,1575427162,42,50.03,-66.88,-2.0,3.6
budingen,0,BE,1575427163,90,50.86,5.1,1.67,1.5
kasongo-lunda,94,CD,1575427164,99,-6.48,16.82,18.77,0.47
portomaggiore,20,IT,1575427165,100,44.7,11.8,3.33,1.5
prieska,36,ZA,1575427167,58,-29.67,22.74,10.7,10.45
general cepeda,5,MX,1575427168,42,25.38,-101.48,19.0,0.78
bollnas,100,SE,1575427169,87,61.35,16.39,4.82,3.93
kirakira,100,SB,1575427170,77,-10.46,161.92,28.26,4.04
kaduqli,0,SD,1575427171,29,11.01,29.72,20.52,5.2
kumluca,5,TR,1575427172,81,36.37,30.29,9.64,1.64
rominimbang,100,PH,1575427173,61,7.5,124.3,27.7,2.08
bandarbeyla,100,SO,1575427175,73,9.49,50.81,25.41,12.3
balkanabat,12,TM,1575427176,84,39.51,54.36,5.3,0.96
alice springs,0,AU,1575427177,11,-23.7,133.88,32.0,4.6
kruisfontein,28,ZA,1575427178,81,-34.0,24.73,11.29,2.55
baker city,40,US,1575426968,86,44.77,-117.83,3.0,3.1
gamba,0,CN,1575427180,9,28.28,88.52,-6.71,3.6
jacmel,0,HT,1575427181,88,18.24,-72.54,26.0,0.5
san lorenzo,100,HN,1575427183,69,13.43,-87.45,23.98,1.01
peleduy,0,RU,1575427184,85,59.63,112.75,-31.69,1.49
capitan miranda,67,PY,1575427185,53,-27.2,-55.8,25.0,2.1
quesnel,90,CA,1575427186,93,52.98,-122.49,0.0,1.72
vardo,75,US,1575427187,64,39.62,-77.74,3.0,4.1
sweetwater,1,US,1575427188,50,32.47,-100.41,12.0,3.23
abu samrah,0,SY,1575427189,74,35.3,37.18,10.03,2.64
houston,1,US,1575426928,76,29.76,-95.37,15.56,1.82
rezekne,100,LV,1575427192,95,56.5,27.32,-1.04,5.6
kontagora,37,NG,1575427193,27,10.4,5.47,20.43,2.24
goundam,0,ML,1575427194,15,16.42,-3.66,21.76,3.96
mugla,90,BG,1575427195,93,41.62,24.49,0.0,1.5
college,90,US,1575427196,92,64.86,-147.8,-13.0,1.35
hobyo,100,SO,1575427197,73,5.35,48.53,24.54,3.71
neuquen,33,AR,1575426908,27,-38.95,-68.06,18.0,5.7
waitati,84,NZ,1575427200,49,-45.75,170.57,17.69,12.19
morden,1,CA,1575427201,69,49.19,-98.1,2.0,8.2
simao,67,CN,1575427202,84,22.76,100.79,13.13,0.77
tefe,0,BR,1575427203,92,-3.35,-64.71,23.85,1.03
great falls,40,US,1575427002,65,47.5,-111.29,7.0,12.3
syracuse,90,US,1575427019,100,43.05,-76.15,0.56,2.1
nambour,0,AU,1575427207,29,-26.63,152.96,36.67,1.34
san cristobal,73,HN,1575427208,94,14.68,-86.92,17.35,0.28
narsaq,41,GL,1575427209,48,60.91,-46.05,-8.0,4.6
luau,100,CD,1575427210,99,-10.7,22.23,18.42,1.36
klyuchi,100,RU,1575427211,97,52.25,79.17,-3.15,0.59
sandusky,90,US,1575427168,80,41.45,-82.71,1.67,5.7
ovre ardal,100,NO,1575427214,99,61.32,7.8,-1.14,2.49
iranshahr,0,IR,1575427215,51,27.21,60.69,13.0,3.1
marawi,100,PH,1575427216,51,8.0,124.29,27.31,1.78
fort morgan,1,US,1575427217,74,40.25,-103.8,1.0,3.15
navahrudak,43,BY,1575427218,79,53.59,25.82,-2.17,6.61
tak,85,TH,1575427219,49,16.87,99.12,23.0,3.1
villefranche-de-rouergue,0,FR,1575427220,100,44.35,2.04,3.33,1.0
nortelandia,86,BR,1575427222,86,-14.45,-56.8,23.02,1.31
pemberton,0,AU,1575427223,38,-34.44,116.03,29.52,2.84
bubaque,61,GW,1575427224,62,11.28,-15.83,27.79,5.85
aasiaat,91,GL,1575427225,94,68.71,-52.87,-16.51,3.31
gravdal,99,NO,1575427226,93,59.79,5.78,7.78,3.6
zhanakorgan,100,KZ,1575427227,38,43.91,67.25,9.34,6.28
nizhniy kuranakh,86,RU,1575427229,95,58.84,125.49,-32.63,1.94
walvis bay,62,NA,1575427230,87,-22.95,14.51,13.89,4.6
liverpool,36,GB,1575427231,100,53.41,-2.98,4.44,2.1
